Type,Age,Breed1,Breed2,Gender,Color1,Color2,Color3,MaturitySize,FurLength,Vaccinated,Dewormed,Sterilized,Health,Quantity,Fee,State,Description,AdoptionSpeed,PID
2,12,283,0,3,1,5,7,2,1,3,3,3,1,4,0,41326,I found Mama yesterday inside an Ikea bag and she was protecting her babies from a male cat that was roaming around trying to snatch the babies. They are now safe and living inside my wardrobe. Mama is easy to take care of as she only comes out to poopoo and eat. I have to let go because I'm finishing my study and will be return to Kuching on December. I can send him if you are interested. Sunway-Shah Alam-Gombak,1,7242
1,4,307,0,1,2,0,0,2,1,1,1,1,1,1,0,41326,"Peanut was found wondering around alone at my neighborhood 2 months ago. Currently fostering him at my house in klang valley. He has been sent for vaccinations and will be spayed once he reach 6 month old. I can arrange to send him to u no matter which state u are in, as long as u can provide him a loving home. Peanut doesnt bark a lot but he is very alert. Therefore he may not be a watchdog but for sure he will be ur loyal friend.",4,7243
2,1,266,266,2,1,0,0,2,2,2,2,2,1,1,0,41327,Kitten rescued by my sis Jane. Gender not sure. Feeding kibble and chicken. Toilet trained. Please contact me at or Jane at if you can provide forever loving home for her/him,4,7244
2,2,266,0,1,1,4,7,1,1,2,2,2,1,1,0,41326,"lap cat, very manja..",2,7245
2,5,266,0,1,1,7,0,2,1,2,1,2,1,1,0,41326,"Schmoo is an adorable, friendly, tame and active kitten. He is very healthy. Found him abandon at a housing area with his 2 sibling which was about 3 weeks old at that time. Schmoo is cat litter trained and never gone outdoor. He is trained to be indoor kitten. Schmoo is looking for a nice new home with a passionate owner for cats. Preferably with cat experience.",1,7246
1,12,307,0,2,1,0,0,2,2,2,1,1,1,1,0,41336,"Tammy is a full black female dog and has been spayed. She is a very calm and a playful dog. Anyone interested to give her a good home, kindly contact me at /. Free transportation can be arranged if you are from KL, Selangor, NS, Melaka or JB. p/s: No tying up or caging or letting her out without leash. Thank you..",2,7248
2,2,243,0,3,2,6,0,2,2,2,2,2,1,2,40,41401,"Two playful active adorable kitties, in good health condition. One has a bit shortened tail.",4,7252
2,4,266,0,2,7,0,0,1,1,2,1,2,1,2,0,41325,"these two little kittens are for adoption, very playful and manja, must be kept cageless indoors or monitored outdoor. new owner must love cats, ablt to take good care or them and responsible.",4,7254
2,7,266,0,2,2,4,6,2,1,2,1,1,1,1,0,41326,"好乖的猫咪，不舍得让她在外面流浪，希望您可以给她一个温暖的家，感恩🙏🏻 A very gentle and sweet kitty,hope you can give her a forever home, thank you.",4,7255
2,1,299,0,2,1,4,7,2,2,2,2,2,1,1,0,41401,Very friendly kitten needing a permanent home. Found on street alone without mother/siblings,1,7256
1,12,203,0,1,1,2,7,2,3,1,1,2,1,1,500,41327,"Breed: Shetland Sheepdog (or Sheltie for short) Name: Pippin, but he doesn't know it. Purebred, but no MKA paperwork Age: 1 year Gender: Male (boy) Vaccinated Micro-chipped Tricolor long fur (black, tan/brown, and white) Size: small-medium Price: RM - negotiable Bio: he is an energetic and sweet dog, all he wants to do is play and be petted! He loves water, so bath time won't be a problem (really, I think he has the brain of a retriever with the body of a Shetland, that's how much he loves water)! He is good with cats and dogs! He is shy at first, but give him 3 days and he'll warm up to you! He is an indoor-outdoor dog, meaning I let him come in when he WANTS to come in, but he LOVES being outside (he hardly ever wants to come in, and when he's in he wants to go out!) He does not like to hold still for the camera!",2,7257
2,1,265,0,1,7,0,0,1,2,2,2,2,1,1,0,41324,"Hi, I rescued this kitten from a drain today and I am urgently looking for someone kind to adopt him. I am allergic to cats and I am a living in a condo , so I am not allowed to keep him for too long. He is domestic medium/long-haired + blue eyes + light yellow at the ears and tail. He can eat solid food on his own. If no one is able to adopt him, I have no choice but to release him where I found him. There is not much food here and there are a lot of cars so it is not safe for a kitten. Really hope someone can give a loving home to this adorable kitten. Please pm/whatsapp me if anyone is willing to adopt him. Thank you!:) Bukit Jalil. ( transportation can be arranged depending on location)",1,7259
2,2,266,266,3,1,2,3,2,1,2,2,2,1,4,0,41326,I have 4 kittens that need to be adopt urgently. It about 1 1/2 months old. My cat got pregnant before we got the chance to get its muted. The kittens are healthy and are eating kittens biscuits now. They are very playful and love being pat I prefer the kittens to be going to the same home but I do understands and its can be adopt separately. I'm hopping the kittens will get a lovely home soon.,1,7260
2,12,266,0,2,7,0,0,2,1,2,2,2,1,1,0,41326,"Contact number : (nad) Area : Rawang (sy boleh hntr sekitar klang valley) Salam admin, nak cari adopter untuk stray cat ni (kami panggil dia Mak Teh) Kucing ni tengah sarat mengandung & macam tunggu masa nak beranak. Saya & husband selalu beri makan dia di area rumah tapi kami akan berpindah rumah minggu ni. Kami tak mampu nk bawa pindah sekali sbb dah cukup quota kucing dlm rumah. Kucing ni sangat manja & cantik. I need adopter as soon as possible before dia beranak merata2. Kalau boleh biar yg boleh bela dia indoor & tak kurung dalam cage sbb taknak dia stress. Dan sy prefer untuk beri adopt pada yg willing untuk mandulkan Mak Teh. Sy sudi share kos mandul. 😊 Contact number : (nad) Area : Rawang (sy boleh hntr sekitar klang valley)",4,7261
1,36,307,0,2,1,2,0,3,1,2,2,2,1,1,0,41401,"Female dog found in Manjalara, Kepong. In good health, gave birth to a litter of puppies few months ago. Puppies went missing. Quiet, very tame and timid.",4,7262
2,1,265,0,1,1,0,0,2,2,2,2,2,1,1,0,41401,"Just picked up this little black kitten in the middle of the road. He almost got run over by a truck. Brought to vet for checkup, healthy & drinking milk well from bottlefeed. At 2-week-old, this little fella is such hardy & resilient kitten, determined to live. I am looking for a good home for him now, an willing to pay for vaccinations. I have 3 cats & due to frequent traveling I cannot keep too many cats.",2,7263
2,2,247,266,2,2,7,0,1,1,2,1,3,1,1,0,41326,Found this 2 kitten at Parking Area. They all healthy and playful. looking for good family that can take care and give love to them.,0,7265
1,6,307,0,1,7,0,0,2,2,1,1,1,1,1,0,41326,"Start from a short story, 6months ago there is a stray dog gave birth 6 puppies infront of my friend house and we successfully allocated 4 puppies a new home but it still left 2 of them. This cute big white has grew up from puppy, in the meantime we keep on searching a new home for them. Recently, some of the neighbor complaint and get annoyed by this 2 stray dogs on the road, and we saw some of the kids throwing stone at them too. They are not deserve on the street. Most importantly, he is still very healthy and with very strong build and muscle. A very high social skill dog that trust on human, friendly and loyalty too. He is definitely a good guard dog. Please call or message me for more info.",4,7266
2,2,283,0,2,2,3,6,2,1,2,2,2,1,1,0,41401,"Again, another kitty rescued from the nearby monsoon drain near midnight yesterday. Thank God the rain did not drown her. Very gentle kitty. Eating soft food and some cat biscuits. Very soft fur. Know how to use the sand box. Very docile (not aggressive). Does not make much noise. Need a nice caring home for her as my house already have 5 rescued cats and 2 dogs. Thank you.",1,7267
2,4,266,0,1,3,7,0,2,1,2,1,2,1,1,0,41401,Ginger Boy was found starving and hungry so I started feeding him. I then realized that he's super-friendly and very affectionate. Responds when he's called. He's a young and lively kitten and would definitely make a very good indoor pet. I hope that genuine adopters can give him a comfy home so that he's off the dangerous streets.,3,7268
1,12,307,307,2,5,7,0,2,1,3,3,3,1,1,0,41332,PLAYFUL AND FRIENDLY ......... Not sure about the age,4,7269
2,16,266,0,2,1,7,0,3,1,2,2,2,1,1,0,41326,"Hi. I really love my Toby. I do. But I got the opportunity to further my study outside Malaysia. As much as I would love to bring Toby along, the cost for boarding her for a month in Australia is really a nightmare to us. So here I am, putting my lovely cat for adoption, hoping that a good & kind person willing to adopt her and give her a good home. T_T She haven't been neutered yet, but I'm willing to bear the cost for it, for you kind adopter. Thank you. T_T",3,7270
1,3,307,0,1,1,4,0,1,1,3,3,1,1,1,1,41326,if interested please call - Rani,2,7272
2,24,266,0,1,5,7,0,2,1,1,1,1,1,1,0,41401,"I am searching for a kind, quiet, sensitive owner for Arthur. Even someone who can take him as a ýard cat and just give him shelter and food would be fine. This young cat was the victim of abuse and had a terrible wound (probably from boiling water or oil) when I found him struggling to live in a drain. He has had surgery and is left with no visible scars. He has recovered well and is now ready to be re-homed. Arthur would do best in a home with an older owner; no young children, other male cat or dogs. He is a very clean cat and is litter trained. He is healthy, de-wormed, de-flead, vaccinated and neutered. He is very affectionate and loves to be stroked. He is however still shy and nervous and needs a patient, caring owner. Please sms- or e-mail if you think you can give Arthur a kind and loving home. Thank you.",3,7273
